,U3_Day001,U3_Day009,U3_Day017,U3_Day023,U3_Day059,U3_Day087,U3_Day122,U3_Input2FT,U3_Input2RT,U2_20140711FC,U2_20140711HT,U2_20140711LW,U2_20140716FC,U2_20141010,U2_20141011,U2_20141012,U2_20141016,U2_20141018,U2_20141020,U2_20141022,U2_20141029,U2_20141105,U2_20141119,U2_20141203,U2_20141217,U2_20150107,U2_20150205,U2_20150514
U3_Input2RT_scaffold_1353_9,0,0,0,0,0,0,0,0,0.002179562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_1392_1,0,0,0.011602611,0,0,0,0,0.001421576,0.000880208,0.025004961,0.013219499,0.020345804,0.029464553,0,0,0.000162893,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_1734_8,0,0,0,0,0,0,0,0,0.001425098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_1799_5,0,0,0,0,0,0,0,0,0.002095733,0,0,0,0,0,0,0,0,0,0,0,0.000747757,0,0,0,0,0,0,0
U3_Input2RT_scaffold_292_30,0.000477555,0,0,0,0,0,0,0,0.001844245,0.000132301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_30389_3,0,0,0,0,0,0,0.000114916,0,0.011275044,6.62E-05,0,0,0,0,0,0,0,0,0.00014268,4.64E-05,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_304_11,0.000477555,0,0,0,0,0,0,0,0.003981893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_3191_7,0,0,0,0,0,0,0,0,0.001173611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_32196_3,0,0,0.001087745,0,0,0,0,0.044384773,0.000461061,0.000132301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_33432_2,0,0,0,0,0,0,0,0,0.000167659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_3877_7,0.00191022,0,0,0,0,0,0,0.01050387,0.008173359,0.000264603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_39575_2,0,0,0.007614213,0,0,0,0,0,0.000964037,6.62E-05,0,0,0.000149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_4218_4,0,0,0.000725163,0,0,0,0,0.000236929,0.007041663,0,0,0,0.000299133,0,0,0,0,0,0,0,6.23E-05,0,0,0,0,0,0,0
U3_Input2RT_scaffold_44380_2,0,0,0,0,0,0,0,0,0.001047867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_44711_2,0.001671442,0,0,0,0,0,0,0,0.003311258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_562_24,0,0,0,0,0.000126417,0,0,0,0.014125241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_7128_1,0.001432665,0,0.001812908,0,0.028907336,0,0,0,0.47086931,0,6.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_731_22,0.042979943,0.000343721,0,0,0,0,0,0,0.020957331,0.000132301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_73679_3,0.00095511,0.004124656,0,0,0.002106949,0.001533529,0,0,0.032651522,0,0,0,0,9.64E-05,0.000198242,0.004723896,0.011012464,0.020012939,0.015219252,0.025988491,0,6.66E-05,0.000181335,5.69E-05,0.000220158,0.000379939,0.001049572,0.000434216
U2_20140711FC_scaffold_10699_4,0,0,0,0,0,0,0,0.00244827,4.19E-05,0.002712178,0.002272101,7.45E-05,0.001346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_12339_4,0,0,0,0,0,0,0,0,0.000125744,0.005292055,0.002685211,0.00804889,0.000897398,0,0,0,0,0,0,0,0,6.66E-05,0,0,0,0,0,0
U2_20140711FC_scaffold_12660_1,0.000716332,0,0.001812908,0.001675978,0,0,0,0,0.000125744,0.001719918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_130912_1,0,0,0,0,0,0,0,0.000473859,4.19E-05,0.006615069,0.004475351,0.003949918,0.007478313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1499_10,0,0,0,0,0,0,0,0,0,0.00291063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_15403_9,0.003581662,0,0.004713561,0.001675978,0,0,0,7.90E-05,8.38E-05,0.003109082,0,0,0.000149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_16357_4,0,0,0.001812908,0,0,0,0,0.002843153,0,0.002315274,0.001858992,0.003577284,0.002542626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_164_9,0,0,0,0,0,0,0,0,0,0.006813521,0,0,0.000299133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1664_26,0,0,0,0,0,0,0,0,0,0.006879672,0.000275406,0.001192428,0.00239306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1708_9,0,0,0,0,0,0,0,0,0,0.003241384,0.002340953,0.005216873,0.001346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1787_4,0,0,0,0,0,0,0,0.003001106,0,0.003638288,0.000206555,0.000372634,0.001046964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1918_16,0,0,0,0,0,0,0,0,0,0.003307535,0.003442578,0.00551498,0.000747831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_19888_1,0,0,0.026831037,0,0,0,0,0.002211341,0.000293403,0.003638288,0.000481961,0,0.001346096,9.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_20325_3,0,0,0,0,0,0,0,0,8.38E-05,0.002249124,0,0,0,9.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_2074_9,0,0,0,0,0,0,0,0,0,0.003241384,0.001032773,0.000298107,0.001794795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_2082_16,0,0,0.002175489,0,0,0,0,0.000631812,8.38E-05,0.006218165,0.002065547,0.001266955,0.004486988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_24293_3,0,0,0,0,0,0,0,0,0,0.00099226,0.000481961,0.003651811,0.000747831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_30705_3,0,0,0.000725163,0,0,0,0,0,0,0.002381425,0.003511429,0.000298107,0.006281783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_30757_1,0,0,0,0,0,0,0,0.000394882,0,0.002249124,0,0,0.000598265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_311_36,0.000238777,0,0.001087745,0,0,0,0,0,0,0.004432096,0.000137703,0.001192428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3134_17,0,0,0.001812908,0,0,0,0,0,0.000167659,0.008202686,0.003167172,0.003651811,0.007927012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3367_11,0.000477555,0,0,0,0.001053474,0,0,0.000157953,0,0.001786069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3471_12,0,0,0,0,0,0,0,0,0,0.003307535,0.001101625,0.004471605,0.000598265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_4099_9,0,0,0,0,0,0,0,0,0,0.008533439,0.012462132,0.025860784,0.005833084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_43359_1,0,0,0.001450326,0,0,0,0,0,0,0.004564398,0.001858992,0.005142346,0.005533952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_45436_2,0,0,0,0,0,0,0,0,0,0.000727658,0.00179014,0.001714115,0.000897398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43E-05
U2_20140711FC_scaffold_478_24,0,0,0,0,0,0,0,0,0,0.007210425,0.007986781,0.003651811,0.001944361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_5682_6,0,0,0,0,0,0,0,0,0,0.000595356,0.000619664,0.000894321,0.002093928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6085_4,0,0,0,0,0,0,0,0,0,0.001256863,0,0.000745268,0.001346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6174_5,0,0,0,0,0,0,0,0,0,0.002050671,0.00130818,0.00022358,0.001046964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6447_2,0,0,0,0,0,0,0,0,0,0.002050671,0.019278436,0.028990908,0.001794795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6577_10,0,0,0.000725163,0,0,0,0,0.000315906,4.19E-05,0.005292055,0.002616359,0.001043375,0.001495663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_664_38,0,0,0,0,0,0,0,0,0,0.004233644,0.00089507,7.45E-05,0.00239306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_67344_4,0.001432665,0,0,0,0,0,0,0,0,0.000793808,6.89E-05,0,0.000299133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_68076_2,0,0,0,0,0,0,0,0,0,0.001124562,0.000137703,0.000670741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_70437_3,0,0,0.004350979,0,0,0,0,7.90E-05,0.000335317,0.001587617,0.004337648,0.001863169,0.001346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_725_9,0,0,0.000362582,0,0,0,0,7.90E-05,0,0.009261097,0.015147342,0.0222835,0.004636554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_7260_8,0,0,0,0,0,0,0,0,0,0.002646028,0.003924539,0.003055597,0.005533952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_730_4,0,0,0,0,0,0,0,0,0,0.003439836,0.001377031,0.000968848,0.001944361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_74159_2,0,0,0,0,0,0,0,0.002369294,0,0.003042932,0.001239328,0,0.00358959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_76794_2,0,0,0,0,0,0,0,7.90E-05,0,0.004696699,0.002478656,0.004918766,0.003888723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_775_20,0,0,0,0,0,0,0,0,0,0.002447576,0.010327733,0.006483828,0.000897398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_8045_3,0,0,0.003988397,0,0,0,0,0.001026694,0,0.002182973,0.002272101,0.000447161,0.004486988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_81561_1,0,0,0,0,0,0,0,0.027799716,0,0.001786069,0.106719912,0.038306752,0.001794795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_8731_7,0,0,0.003625816,0,0,0,0,0.000631812,0,0.001521466,0.001858992,0.005887614,0.000299133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_900_22,0,0,0,0,0,0,0,0,0,0.003572137,0.004199945,0.001416008,0.001046964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_10898_7,0,0,0,0,0,0,0,0,0,0.004299795,0.002340953,0.002161276,0.003140891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_12019_6,0,0,0,0,0,0,0,0,0,0,0.003786836,0.00551498,0.000149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_12178_4,0,0,0,0,0,0,0,0.000473859,0.000125744,0.00476285,0.004957312,0.002012222,0.005833084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1286_23,0,0,0.001450326,0,0,0,0,0.010898752,4.19E-05,0.000529206,0.010052327,0.004546132,0.000448699,0,0,0.000162893,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1468_9,0,0,0,0,0,0,0,0,0,0.003109082,0.005370421,0.004769712,0.006730482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_15594_4,0,0,0,0,0,0,0,0.001421576,0,0.008202686,0.006058937,0.003949918,0.007777445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_16196_1,0,0,0,0,0,0,0,0.000473859,0,0.001190712,0.001583586,7.45E-05,0.001944361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1783_16,0,0,0,0,0,0,0,0,0,0.00092611,0.001652437,0.005887614,0.001046964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_18881_2,0,0,0,0,0,0,0,0,0,0,0.006058937,0.006036667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_19643_3,0,0,0,0,0,0,0,0,8.38E-05,0.000793808,0.001996695,0.003502757,0.000299133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2193_16,0,0,0,0,0,0,0,0,0,0.020374413,0.009432663,0.02273066,0.006580915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_22160_4,0,0,0,0,0,0,0,0,0,0.000859959,0.004750757,0.003502757,0.000299133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_23995_4,0,0,0,0,0,0,0,0,0,0,0.001377031,0,0.000149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_24049_2,0,0,0,0,0,0,0,0.003948823,0,6.62E-05,0.021412834,0.007750783,0.000598265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_24375_1,0,0,0,0,0,0,0,7.90E-05,0,0.000264603,0.000344258,0.000298107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2542_11,0,0,0,0,0,0,0,0,0,0.000396904,0.003924539,0.002682963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2912_18,0,0,0,0,0,0,0,0,0,0.000132301,0.001996695,0.002832017,0.001495663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_31731_3,0,0,0,0,0,0,0,0.005765282,0,0.000330753,0.054186175,0.007378149,0.001495663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3318_2,0,0,0,0,0,0,0,0,0,0.00099226,0.000688516,0.000745268,0.000448699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3502_3,0,0,0.000362582,0,0,0,0,0.000157953,0,0.001455315,0.005026164,0.000894321,0.003739156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3908_24,0,0,0.000725163,0,0,0,0,0.000236929,0,0.015016207,0.004819609,0.004397079,0.011067903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3938_1,0,0,0,0,0,0,0,0,0,0.003109082,0.000619664,0.000819794,0.000448699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3_162,0,0,0,0,0,0,0,0,0,0.015082358,0.007229413,0.013489343,0.01480706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_41238_2,0,0,0,0,0,0,0,0,0,0.000529206,0.004544203,0.004173498,0.000149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_41253_1,0,0,0.000725163,0,0,0,0,0.001658506,0.000209573,0.008665741,0.005232718,0.004098972,0.007777445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_4318_7,0,0,0,0,0,0,0,0,0,0.000661507,0.002685211,0.001341482,0.000897398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_431_32,0,0,0,0,0,0,0,0,0,0.000463055,0.002685211,0.001117901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_434_10,0,0,0.000362582,0,0,0,0,0.000631812,0.000251488,0.004829,0.003167172,0.003502757,0.00358959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_4474_7,0,0,0,0,0,0,0,0,0,0.009062645,0.015285045,0.028618274,0.007328747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_46456_6,0,0,0,0,0,0,0,0,0,0.000132301,0.002272101,7.45E-05,0,0,0,0,0,0,0,0,6.23E-05,0,0,0,0,0,0,0
U2_20140711HT_scaffold_46760_3,0,0,0,0,0,0,0,0,0,0.000727658,0.001858992,0.00022358,0.000448699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_476_20,0,0,0,0,0,0,0,0,0,0.000793808,0.007642523,0.004918766,0.002841759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5327_2,0,0,0,0,0,0,0,0,0,0.000463055,0.003717984,0.00551498,0.000448699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_535_24,0,0,0,0,0,0,0,0,0,0.002778329,0.005232718,0.005813087,0.000598265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5389_15,0,0,0,0,0,0,0,0,0,0,0.003580281,0.00298107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5544_7,0,0,0,0,0,0,0,0,4.19E-05,0.004432096,0.000688516,0.000372634,0.002243494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5636_9,0,0,0.001450326,0,0,0,0,0.001026694,0,0.004299795,0.01239328,0.018482635,0.003140891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_59251_2,0,0,0,0,0,0,0,0,0,0.000330753,0.001239328,0.004546132,0.000448699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_59318_2,0,0,0,0,0,0,0,0,0,0.000463055,0.005095015,0.003353704,0.000897398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_593_36,0,0,0,0,0,0,0,0,0,0.001653767,0.004337648,0.000596214,0.00598265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_696_28,0,0,0,0,0,0,0,0,4.19E-05,0.004630548,0.003373726,0.00804889,0.001046964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_69948_2,0,0,0,0,0,0,0,0,0,0.000330753,0.000963922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_700_4,0,0,0,0,0,0,0,0,0,0.000727658,0.010534288,0.002235803,0.000149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_746_10,0,0,0,0,0,0,0,0,0,0.000396904,0.003236023,0.001416008,0.000448699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_75139_2,0,0,0,0,0,0,0,0,0,0.00092611,0.008331038,0.004993293,0.002243494,0,0,0,8.54E-05,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_771_21,0,0,0.002175489,0,0,0,0,0.001105671,0,0.001786069,0.001583586,0.000149054,0.001794795,0,0,0,0,0,0,0,6.23E-05,0,0,0,0,0,0,0
U2_20140711HT_scaffold_8538_9,0,0,0,0,0,0,0,0.002053388,0,0.004498247,0.003167172,0.003800865,0.004038289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9338_7,0,0,0.002175489,0,0,0,0,0,0,0,0.003304875,0.002682963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9399_5,0,0,0,0,0,0,0,0,0,0.00092611,0.001445883,0.000596214,0.001346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9597_7,0,0,0.001450326,0,0,0,0,0.002606223,4.19E-05,0.003241384,0.001721289,0.002608436,0.00358959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_968_24,0,0,0,0,0,0,0,0,0,0.000396904,0.007642523,0.004844239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_11102_1,0,0,0.001450326,0,0,0,0,0.001421576,0.000586805,0.059667924,0.02519967,0.04248025,0.065360455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_11353_2,0,0,0,0,0,0,0,0,0,0.000661507,0.005370421,0.005440453,0.000897398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_1367_9,0.000477555,0,0.000362582,0,0,0,0.000114916,0.000315906,4.19E-05,0.000396904,0.000413109,0.004098972,0.000149566,0,6.61E-05,0,0,4.31E-05,0.000190241,4.64E-05,0.000249252,0,0,0.000113876,0.000132095,4.75E-05,0,5.43E-05
U2_20140711LW_scaffold_14756_5,0,0,0,0,0,0,0,0,0,0.000132301,0.003786836,0.00320465,0.000598265,0,0,0,0,0,4.76E-05,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_167_18,0,0,0,0,0,0,0,0,0,0.001124562,0.002822914,0.013042182,0.003290458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_23996_1,0,0,0,0,0,0,0,0,0,0.000132301,0.000550812,0.003577284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_24110_2,0,0,0,0.00027933,8.43E-05,0,0,0.000394882,8.38E-05,0.000264603,0.002478656,0.006111194,0.000299133,0,6.61E-05,0,8.54E-05,4.31E-05,4.76E-05,0,0.000373878,0,6.04E-05,0,4.40E-05,4.75E-05,0,5.43E-05
U2_20140711LW_scaffold_24953_1,0,0,0,0,0,0,0,7.90E-05,0,0.000198452,0.013357202,0.00827247,0.000299133,0,0,0,0,0,0,0,0,0,0,5.69E-05,0,0,0,0
U2_20140711LW_scaffold_25748_4,0,0,0,0,0,0,0,0.003159059,0,0.035853675,0.022858717,0.03331346,0.043075082,0,0,0,0,8.63E-05,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_26977_4,0,0,0.001812908,0,0,0,0,0.000631812,0,0.009724152,0.002340953,0.005142346,0.00598265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_273_20,0,0,0.001450326,0,0,0,0,0,0,0.002381425,0.009639218,0.005216873,0.00358959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_27797_1,0,0,0,0,0,0,0,0,0,6.62E-05,0.000344258,0.001490535,0.000149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_2981_7,0,0,0,0,0,0,0,0,0,0.000661507,0.001996695,0.003651811,0.003888723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_31973_2,0,0,0,0,0,0,0,0,4.19E-05,0.001719918,0.002065547,0.004397079,0.004038289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_38219_5,0,0,0.001450326,0,0,0,0,0.001421576,8.38E-05,0.012700933,0.007711374,0.007974363,0.010918337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_56_11,0,0,0,0,0,0,0,0,0,0.002050671,0.022101349,0.027127739,0.002093928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_5900_1,0,0,0,0,0,0,0,0,0,0.004299795,0.002065547,0.004471605,0.002991325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7142_5,0,0,0.001087745,0,0,0,0,0,8.38E-05,0.004101343,0.012599835,0.014309137,0.002692193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7274_2,0,0,0,0,0.00042139,0,0,0,0,0.003439836,0.007367116,0.00827247,0.001944361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7607_1,0,0,0.001450326,0,0,0,0,0.003395988,8.38E-05,0,0.003649132,0.010582799,0,0,0,0,0,0,0.002187768,4.64E-05,0,6.66E-05,0,0,0,0,0,0
U2_20140711LW_scaffold_7984_3,0,0,0,0,0,0,0,0,0,0,0.001170476,0.009315844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_8229_4,0,0,0,0,0,0,0,0,0,0.005688959,0.002065547,0.007527202,0.006132217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_9439_4,0,0,0,0,0,0,0,0,0,0.007011973,0.00399339,0.009017737,0.00358959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_104088_2,0,0,0.002900653,0,0,0,0,0.004817564,4.19E-05,0.029304756,0.029261911,0.015874199,0.059676937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_1459_8,0,0,0,0,0,0,0,0,0,0.003969041,0.008331038,0.000968848,0.008226144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_175_7,0,0,0,0,0,0,0,0,0,0.00284448,0.004613054,0.009613951,0.008674843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_176_37,0,0,0,0,0,0,0,0,0,0.008136535,0.012530983,0.023774035,0.006880048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_17974_2,0,0,0.007251632,0,0,0,0,0.002211341,0.000377232,0.02970166,0.024511154,0.038679386,0.049207299,0,0,0,0,8.63E-05,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_1797_5,0,0,0,0,0,0,0,0.000315906,0,0.002646028,0.002340953,0.001788642,0.003290458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_19700_4,0.00286533,0,0.00906454,0,0,0,0,0.003159059,0.000167659,0.006284316,0.00130818,0.005142346,0.00358959,9.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
