,U3_Day001,U3_Day009,U3_Day017,U3_Day023,U3_Day059,U3_Day087,U3_Day122,U3_Input2FT,U3_Input2RT,U2_20140711FC,U2_20140711HT,U2_20140711LW,U2_20140716FC,U2_20141010,U2_20141011,U2_20141012,U2_20141016,U2_20141018,U2_20141020,U2_20141022,U2_20141029,U2_20141105,U2_20141119,U2_20141203,U2_20141217,U2_20150107,U2_20150205,U2_20150514
U2_20140711FC_scaffold_16357_4,0,0,5,0,0,0,0,36,0,35,27,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_164_9,0,0,0,0,0,0,0,0,0,103,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1664_26,0,0,0,0,0,0,0,0,0,104,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1708_9,0,0,0,0,0,0,0,0,0,49,34,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1787_4,0,0,0,0,0,0,0,38,0,55,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1918_16,0,0,0,0,0,0,0,0,0,50,50,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_19888_1,0,0,74,0,0,0,0,28,7,55,7,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_20325_3,0,0,0,0,0,0,0,0,2,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_2074_9,0,0,0,0,0,0,0,0,0,49,15,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_2082_16,0,0,6,0,0,0,0,8,2,94,30,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_24293_3,0,0,0,0,0,0,0,0,0,15,7,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_30705_3,0,0,2,0,0,0,0,0,0,36,51,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_30757_1,0,0,0,0,0,0,0,5,0,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_311_36,1,0,3,0,0,0,0,0,0,67,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3134_17,0,0,5,0,0,0,0,0,4,124,46,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3367_11,2,0,0,0,25,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3471_12,0,0,0,0,0,0,0,0,0,50,16,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_4099_9,0,0,0,0,0,0,0,0,0,129,181,347,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_43359_1,0,0,4,0,0,0,0,0,0,69,27,69,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_45436_2,0,0,0,0,0,0,0,0,0,11,26,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U2_20140711FC_scaffold_478_24,0,0,0,0,0,0,0,0,0,109,116,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_5682_6,0,0,0,0,0,0,0,0,0,9,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6085_4,0,0,0,0,0,0,0,0,0,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6174_5,0,0,0,0,0,0,0,0,0,31,19,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6447_2,0,0,0,0,0,0,0,0,0,31,280,389,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6577_10,0,0,2,0,0,0,0,4,1,80,38,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_664_38,0,0,0,0,0,0,0,0,0,64,13,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_67344_4,6,0,0,0,0,0,0,0,0,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_68076_2,0,0,0,0,0,0,0,0,0,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_70437_3,0,0,12,0,0,0,0,1,8,24,63,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_725_9,0,0,1,0,0,0,0,1,0,140,220,299,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_7260_8,0,0,0,0,0,0,0,0,0,40,57,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_730_4,0,0,0,0,0,0,0,0,0,52,20,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_74159_2,0,0,0,0,0,0,0,30,0,46,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_76794_2,0,0,0,0,0,0,0,1,0,71,36,66,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_775_20,0,0,0,0,0,0,0,0,0,37,150,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_8045_3,0,0,11,0,0,0,0,13,0,33,33,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_81561_1,0,0,0,0,0,0,0,352,0,27,1550,514,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_8731_7,0,0,10,0,0,0,0,8,0,23,27,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_900_22,0,0,0,0,0,0,0,0,0,54,61,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_10898_7,0,0,0,0,0,0,0,0,0,65,34,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_12019_6,0,0,0,0,0,0,0,0,0,0,55,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_12178_4,0,0,0,0,0,0,0,6,3,72,72,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1286_23,0,0,4,0,0,0,0,138,1,8,146,61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1468_9,0,0,0,0,0,0,0,0,0,47,78,64,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_15594_4,0,0,0,0,0,0,0,18,0,124,88,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_16196_1,0,0,0,0,0,0,0,6,0,18,23,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1783_16,0,0,0,0,0,0,0,0,0,14,24,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_18881_2,0,0,0,0,0,0,0,0,0,0,88,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_19643_3,0,0,0,0,0,0,0,0,2,12,29,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2193_16,0,0,0,0,0,0,0,0,0,308,137,305,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_22160_4,0,0,0,0,0,0,0,0,0,13,69,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_23995_4,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_24049_2,0,0,0,0,0,0,0,50,0,1,311,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_24375_1,0,0,0,0,0,0,0,1,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2542_11,0,0,0,0,0,0,0,0,0,6,57,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2912_18,0,0,0,0,0,0,0,0,0,2,29,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_31731_3,0,0,0,0,0,0,0,73,0,5,787,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3318_2,0,0,0,0,0,0,0,0,0,15,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3502_3,0,0,1,0,0,0,0,2,0,22,73,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3908_24,0,0,2,0,0,0,0,3,0,227,70,59,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3938_1,0,0,0,0,0,0,0,0,0,47,9,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3_162,0,0,0,0,0,0,0,0,0,228,105,181,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_41238_2,0,0,0,0,0,0,0,0,0,8,66,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_41253_1,0,0,2,0,0,0,0,21,5,131,76,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_4318_7,0,0,0,0,0,0,0,0,0,10,39,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_431_32,0,0,0,0,0,0,0,0,0,7,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_434_10,0,0,1,0,0,0,0,8,6,73,46,47,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_4474_7,0,0,0,0,0,0,0,0,0,137,222,384,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_46456_6,0,0,0,0,0,0,0,0,0,2,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U2_20140711HT_scaffold_46760_3,0,0,0,0,0,0,0,0,0,11,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_476_20,0,0,0,0,0,0,0,0,0,12,111,66,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5327_2,0,0,0,0,0,0,0,0,0,7,54,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_535_24,0,0,0,0,0,0,0,0,0,42,76,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5389_15,0,0,0,0,0,0,0,0,0,0,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5544_7,0,0,0,0,0,0,0,0,1,67,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5636_9,0,0,4,0,0,0,0,13,0,65,180,248,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_59251_2,0,0,0,0,0,0,0,0,0,5,18,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_59318_2,0,0,0,0,0,0,0,0,0,7,74,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_593_36,0,0,0,0,0,0,0,0,0,25,63,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_696_28,0,0,0,0,0,0,0,0,1,70,49,108,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_69948_2,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_700_4,0,0,0,0,0,0,0,0,0,11,153,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_746_10,0,0,0,0,0,0,0,0,0,6,47,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_75139_2,0,0,0,0,0,0,0,0,0,14,121,67,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_771_21,0,0,6,0,0,0,0,14,0,27,23,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U2_20140711HT_scaffold_8538_9,0,0,0,0,0,0,0,26,0,68,46,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9338_7,0,0,6,0,0,0,0,0,0,0,48,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9399_5,0,0,0,0,0,0,0,0,0,14,21,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9597_7,0,0,4,0,0,0,0,33,1,49,25,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_968_24,0,0,0,0,0,0,0,0,0,6,111,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_11102_1,0,0,4,0,0,0,0,18,14,902,366,570,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_11353_2,0,0,0,0,0,0,0,0,0,10,78,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_1367_9,2,0,1,0,0,0,1,4,1,6,6,55,1,0,1,0,0,1,4,1,4,0,0,2,3,1,0,1
U2_20140711LW_scaffold_14756_5,0,0,0,0,0,0,0,0,0,2,55,43,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_167_18,0,0,0,0,0,0,0,0,0,17,41,175,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_23996_1,0,0,0,0,0,0,0,0,0,2,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_24110_2,0,0,0,1,2,0,0,5,2,4,36,82,2,0,1,0,1,1,1,0,6,0,1,0,1,1,0,1
U2_20140711LW_scaffold_24953_1,0,0,0,0,0,0,0,1,0,3,194,111,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
U2_20140711LW_scaffold_25748_4,0,0,0,0,0,0,0,40,0,542,332,447,288,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_26977_4,0,0,5,0,0,0,0,8,0,147,34,69,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_273_20,0,0,4,0,0,0,0,0,0,36,140,70,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_27797_1,0,0,0,0,0,0,0,0,0,1,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_2981_7,0,0,0,0,0,0,0,0,0,10,29,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_31973_2,0,0,0,0,0,0,0,0,1,26,30,59,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_38219_5,0,0,4,0,0,0,0,18,2,192,112,107,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_56_11,0,0,0,0,0,0,0,0,0,31,321,364,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_5900_1,0,0,0,0,0,0,0,0,0,65,30,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7142_5,0,0,3,0,0,0,0,0,2,62,183,192,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7274_2,0,0,0,0,10,0,0,0,0,52,107,111,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7607_1,0,0,4,0,0,0,0,43,2,0,53,142,0,0,0,0,0,0,46,1,0,1,0,0,0,0,0,0
U2_20140711LW_scaffold_7984_3,0,0,0,0,0,0,0,0,0,0,17,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_8229_4,0,0,0,0,0,0,0,0,0,86,30,101,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_9439_4,0,0,0,0,0,0,0,0,0,106,58,121,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_104088_2,0,0,8,0,0,0,0,61,1,443,425,213,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_1459_8,0,0,0,0,0,0,0,0,0,60,121,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_175_7,0,0,0,0,0,0,0,0,0,43,67,129,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_176_37,0,0,0,0,0,0,0,0,0,123,182,319,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_17974_2,0,0,20,0,0,0,0,28,9,449,356,519,329,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_1797_5,0,0,0,0,0,0,0,4,0,40,34,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_19700_4,12,0,25,0,0,0,0,40,4,95,19,69,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_19705_3,0,0,0,0,0,0,0,0,0,5,41,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_20846_4,0,0,0,0,0,0,0,0,0,124,20,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_22423_4,0,0,0,0,0,0,0,0,0,39,11,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_25188_4,0,0,0,0,0,0,0,0,0,5,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_38293_2,20,0,0,0,0,0,0,2,7,571,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_3891_9,0,0,0,0,0,0,0,0,2,13,8,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_405_10,0,0,0,0,0,0,0,0,0,50,9,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_4060_9,0,0,0,0,0,0,0,1,0,180,71,59,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_4064_9,0,0,6,0,0,0,0,0,0,25,67,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_4681_7,0,0,0,0,0,0,0,0,0,35,28,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_508_20,0,0,21,0,0,0,0,42,0,181,76,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_53220_3,0,0,15,0,0,0,0,29,2,292,122,57,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_5574_8,0,0,9,0,0,0,0,18,2,52,25,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_57966_1,0,0,15,0,0,0,0,37,5,435,158,215,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_6097_3,0,0,1,0,0,0,0,74,0,29,30,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_6407_1,0,0,0,0,0,0,0,0,0,32,26,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_7312_4,0,0,0,0,0,0,0,0,0,77,42,55,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
U2_20140716FC_scaffold_7521_3,0,0,0,0,0,0,0,0,0,62,20,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_90_21,0,0,0,0,0,0,0,0,0,2,27,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140716FC_scaffold_9618_1,0,0,0,0,0,0,0,20,0,39,49,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20141010_scaffold_1530_2,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,538,280,804,240,173,107,1286,78,4,0,0,0,0,0
U2_20141010_scaffold_2028_2,0,0,0,0,0,0,0,0,3,0,0,0,0,45,0,10,0,0,0,2,0,0,0,0,0,0,0,0
U2_20141011_scaffold_293_5,30,544,0,0,1866,683,691,0,384,0,0,0,0,11,417,51,0,78,96,120,7,2178,2727,2926,4585,4414,2389,3001
U2_20141011_scaffold_298_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,1681,644,375,322,223,134,892,97,11,0,0,0,0,0
U2_20141012_scaffold_158_15,0,0,0,0,0,0,0,0,0,0,0,0,0,3368,8128,2640,2395,2990,1021,441,10652,1294,3,0,0,0,0,0
U2_20141016_scaffold_66_3,1,8,0,0,3,2,0,0,286,0,1,0,0,0,703,759,5043,14769,15884,17495,0,0,1,0,0,0,0,1
U2_20141018_scaffold_150_20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,33,0,206,74,40,0,0,2,2,8,1,0,0
U2_20141018_scaffold_27_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,899,327,162,0,0,0,0,0,0,0,0
U2_20141020_scaffold_201_8,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,111,76,40,12,0,0,0,0,0,0,0,0
U2_20141022_scaffold_457_9,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,7,116,57,30,0,0,0,0,0,0,0,0
U2_20141022_scaffold_87_4,52,185,0,0,0,0,29,0,9,2,0,0,0,0,9,10,40,549,586,285,0,0,0,0,0,0,0,0
U2_20141105_scaffold_634_2,0,0,0,0,0,0,0,0,0,0,0,0,0,178,323,169,126,64,2,2,94,26,0,0,0,0,0,0
U2_20141119_scaffold_17_39,51,918,0,0,3003,1390,1301,0,985,0,0,0,0,6,174,13,1,116,206,320,28,6851,8326,8578,9654,7356,5455,9294
U2_20141119_scaffold_984_4,0,0,0,0,0,0,0,0,0,0,0,0,0,2153,1692,912,357,546,406,242,1964,227,23,0,0,0,0,0
U2_20141203_scaffold_3_9,0,96,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,99,3,36,0
