,U3_Day001,U3_Day009,U3_Day017,U3_Day023,U3_Day059,U3_Day087,U3_Day122,U3_Input2FT,U3_Input2RT,U2_20140711FC,U2_20140711HT,U2_20140711LW,U2_20140716FC,U2_20141010,U2_20141011,U2_20141012,U2_20141016,U2_20141018,U2_20141020,U2_20141022,U2_20141029,U2_20141105,U2_20141119,U2_20141203,U2_20141217,U2_20150107,U2_20150205,U2_20150514
U3_Input2FT_scaffold_66426_1,0,0,0.933939488,0,0,0,0,1.843332166,0.007841157,2.316587296,1.191759746,0.666969447,2.732186058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2FT_scaffold_67125_2,0,0,0,0,0,0,0,1.131276807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2FT_scaffold_70265_1,0,0,0,0,0.035581311,0,0,0.85682383,0.044308761,0.623359847,0.137436498,0,0.600406319,0,0,0,0,0,0.046099405,0,0.027292979,0,0,0,0,0,0,0
U3_Input2FT_scaffold_7367_8,0,0,0,0,0,0,0,3.00027242,0,0,0.05113287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2FT_scaffold_76697_2,1.355831287,0,0.414050383,0,4.42183091,0,0,3.624758346,0,0.134492022,0,0,0.074022697,0.07191855,0,0,0,0,0,0,0.329759002,0,0,0,0,0,0,0
U3_Input2FT_scaffold_8082_3,0,0,0,0,0,0,0,11.87656287,0.032458743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2FT_scaffold_9498_4,0.155949082,0,0,0,1.045462648,0,0,3.468802357,0.008796592,0.216571711,0.163711123,0,0.272453288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_133_7,0,0,0,0,0,0,0,0.027139216,0.867855248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_1353_9,0,0,0,0,0,0,0,0,0.473333154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_1392_1,0,0,2.811690975,0,0,0,0,0.221531743,0.170408403,10.78829316,4.832650817,10.46857665,12.37814422,0,0,0.043461341,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_1734_8,0,0,0,0,0,0,0,0,0.335764265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_1799_5,0,0,0,0,0,0,0,0,0.449268015,0,0,0,0,0,0,0,0,0,0,0,0.265667277,0,0,0,0,0,0,0
U3_Input2RT_scaffold_292_30,0.161373398,0,0,0,0,0,0,0,0.400512668,0.064029897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_30389_3,0,0,0,0,0,0,0.033587332,0,2.619420592,0.03424855,0,0,0,0,0,0,0,0,0.06078689,0.022341494,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_304_11,0.159295629,0,0,0,0,0,0,0,0.853609228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_3191_7,0,0,0,0,0,0,0,0,0.265251089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_32196_3,0,0,0.377820975,0,0,0,0,9.913955727,0.127941547,0.08181598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_33432_2,0,0,0,0,0,0,0,0,0.040850516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_3877_7,0.508436733,0,0,0,0,0,0,1.44627858,1.398115908,0.100869016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_39575_2,0,0,1.68813627,0,0,0,0,0,0.170753709,0.026111483,0,0,0.057485711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_4218_4,0,0,0.154212643,0,0,0,0,0.032400901,1.196336542,0,0,0,0.110278712,0,0,0,0,0,0,0,0.017545486,0,0,0,0,0,0,0
U3_Input2RT_scaffold_44380_2,0,0,0,0,0,0,0,0,0.22177849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_44711_2,0.569761338,0,0,0,0,0,0,0,0.725410206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_562_24,0,0,0,0,0.086586281,0,0,0,3.02806642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_7128_1,0.475844634,0,0.484385865,0,19.7147835,0,0,0,100.5101635,0,0.027751601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_731_22,14.58702766,0.104696479,0,0,0,0,0,0,4.57115491,0.064309504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3_Input2RT_scaffold_73679_3,0.351809303,1.363535181,0,0,1.593570579,0.390452867,0,0,7.729411333,0,0,0,0,0.03732266,0.074582868,1.541126787,3.77145564,9.659294931,6.606853109,12.7484163,0,0.027170155,0.070157638,0.022958307,0.119853441,0.188812913,0.432615301,0.195548602
U2_20140711FC_scaffold_10699_4,0,0,0,0,0,0,0,0.367290812,0.007811899,1.126496141,0.799618879,0.036915598,0.544398267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_12339_4,0,0,0,0,0,0,0,0,0.025123067,2.356300221,1.013044428,4.273940216,0.389063295,0,0,0,0,0,0,0,0,0.022931611,0,0,0,0,0,0
U2_20140711FC_scaffold_12660_1,0.239973372,0,0.488561605,0.298854292,0,0,0,0,0.027072271,0.825212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_130912_1,0,0,0,0,0,0,0,0.105842944,0.01163105,4.090798995,2.345010249,2.913050816,4.503047391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1499_10,0,0,0,0,0,0,0,0,0,1.285679684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_15403_9,2.046831699,0,2.166914414,0.509810264,0,0,0,0.023347708,0.030788073,2.54471761,0,0,0.119198313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_16357_4,0,0,0.380356686,0,0,0,0,0.383591877,0,0.864833345,0.588371183,1.593564585,0.924786914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_164_9,0,0,0,0,0,0,0,0,0,3.241171511,0,0,0.138555304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1664_26,0,0,0,0,0,0,0,0,0,3.151430337,0.106895054,0.651415976,1.067389011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1708_9,0,0,0,0,0,0,0,0,0,1.535355197,0.939539295,2.946964294,0.620845683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1787_4,0,0,0,0,0,0,0,0.520090327,0,1.745642675,0.083972516,0.213219399,0.489124113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_1918_16,0,0,0,0,0,0,0,0,0,1.21508881,1.071596458,2.416205048,0.267507766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_19888_1,0,0,7.912854378,0,0,0,0,0.419377701,0.069127937,1.910325946,0.214420386,0,0.688201582,0.037146609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_20325_3,0,0,0,0,0,0,0,0,0.018527336,1.107773887,0,0,0,0.034845492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_2074_9,0,0,0,0,0,0,0,0,0,1.265994636,0.34178287,0.138854458,0.682567184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_2082_16,0,0,0.550670247,0,0,0,0,0.102843346,0.016952137,2.802280121,0.788729701,0.6809209,1.968943799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_24293_3,0,0,0,0,0,0,0,0,0,0.470006693,0.193434561,2.062875006,0.344914268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_30705_3,0,0,0.174378911,0,0,0,0,0,0,1.01955298,1.273798467,0.152205848,2.618695252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_30757_1,0,0,0,0,0,0,0,0.059462328,0,0.937666286,0,0,0.242860983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_311_36,0.065115582,0,0.238623774,0,0,0,0,0,0,1.73105389,0.045571049,0.555417832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3134_17,0,0,0.437630473,0,0,0,0,0,0.03233342,3.525352647,1.153352234,1.871720565,3.317302866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3367_11,0.147872038,0,0,0,0.669807554,0,0,0.025301102,0,0.792082993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_3471_12,0,0,0,0,0,0,0,0,0,1.310220319,0.369757981,2.112465508,0.230761147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_4099_9,0,0,0,0,0,0,0,0,0,3.505105264,4.337237236,12.6679074,2.33294411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_43359_1,0,0,0.358407249,0,0,0,0,0,0,2.008210416,0.693022184,2.698194581,2.370774358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_45436_2,0,0,0,0,0,0,0,0,0,0.338903013,0.706446602,0.952082607,0.406969973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021579893
U2_20140711FC_scaffold_478_24,0,0,0,0,0,0,0,0,0,3.344228178,3.138706026,2.019898443,0.878094241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_5682_6,0,0,0,0,0,0,0,0,0,0.290662034,0.256337153,0.520704217,0.995410476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6085_4,0,0,0,0,0,0,0,0,0,0.603040197,0,0.426438799,0.62887386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6174_5,0,0,0,0,0,0,0,0,0,0.927912943,0.501559415,0.120650977,0.461287782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6447_2,0,0,0,0,0,0,0,0,0,0.812336598,6.470764662,13.69581805,0.692283442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_6577_10,0,0,0.177798106,0,0,0,0,0.049808444,0.008210153,2.310098256,0.967714637,0.543165968,0.635724338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_664_38,0,0,0,0,0,0,0,0,0,1.947355555,0.3488445,0.040881736,1.07179971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_67344_4,0.727762382,0,0,0,0,0,0,0,0,0.577524564,0.042443624,0,0.211908113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_68076_2,0,0,0,0,0,0,0,0,0,0.58769225,0.060975348,0.418030146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_70437_3,0,0,1.536898881,0,0,0,0,0.017939482,0.094625489,0.998432297,2.311379072,1.397370075,0.824286641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_725_9,0,0,0.086855397,0,0,0,0,0.012165856,0,3.949736961,5.473763977,11.33379563,1.925440954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_7260_8,0,0,0,0,0,0,0,0,0,1.20219399,1.51081979,1.655626879,2.448187398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_730_4,0,0,0,0,0,0,0,0,0,1.495698382,0.507333948,0.50239821,0.823213351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_74159_2,0,0,0,0,0,0,0,0.447223706,0,1.590226088,0.54877813,0,1.826588238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_76794_2,0,0,0,0,0,0,0,0.011937174,0,1.965428991,0.878870238,2.454748453,1.584530962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_775_20,0,0,0,0,0,0,0,0,0,1.035920962,3.703730724,3.2727151,0.369832029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_8045_3,0,0,0.937450539,0,0,0,0,0.155183263,0,0.913509249,0.805631051,0.22315895,1.828304956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_81561_1,0,0,0,0,0,0,0,6.857064328,0,1.219710621,61.75156767,31.19752998,1.193445689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_8731_7,0,0,1.007522599,0,0,0,0,0.11289914,0,0.752707015,0.779264944,3.47367569,0.144097517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711FC_scaffold_900_22,0,0,0,0,0,0,0,0,0,1.759405585,1.752771446,0.831744347,0.502109709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_10898_7,0,0,0,0,0,0,0,0,0,1.746801031,0.805809249,1.047109576,1.242446653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_12019_6,0,0,0,0,0,0,0,0,0,0,1.469806994,3.012798888,0.066711813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_12178_4,0,0,0,0,0,0,0,0.07189332,0.023701007,2.000632263,1.764373459,1.008004768,2.385765486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1286_23,0,0,0.340891105,0,0,0,0,1.647330026,0.007870635,0.221456788,3.564307076,2.268782662,0.182830496,0,0,0.042154233,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1468_9,0,0,0,0,0,0,0,0,0,1.472687638,2.155413676,2.694367355,3.104228414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_15594_4,0,0,0,0,0,0,0,0.215679961,0,3.445533342,2.15645645,1.978676026,3.181020648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_16196_1,0,0,0,0,0,0,0,0.07500681,0,0.521818454,0.588028009,0.038950315,0.829695346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_1783_16,0,0,0,0,0,0,0,0,0,0.438672913,0.663204208,3.325859703,0.482879976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_18881_2,0,0,0,0,0,0,0,0,0,0,2.708345778,3.797932657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_19643_3,0,0,0,0,0,0,0,0,0.017519573,0.369712378,0.787959672,1.945560109,0.135656658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2193_16,0,0,0,0,0,0,0,0,0,7.874788065,3.08910004,10.47736437,2.476676065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_22160_4,0,0,0,0,0,0,0,0,0,0.376868884,1.764084027,1.830664827,0.127645438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_23995_4,0,0,0,0,0,0,0,0,0,0,0.666038414,0,0.083133183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_24049_2,0,0,0,0,0,0,0,0.681392341,0,0.031602739,8.667789617,4.415929329,0.278299925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_24375_1,0,0,0,0,0,0,0,0.022843801,0,0.211897502,0.233592609,0.284701586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2542_11,0,0,0,0,0,0,0,0,0,0.21139057,1.771056692,1.704122893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_2912_18,0,0,0,0,0,0,0,0,0,0.06060443,0.774989142,1.547112942,0.667118132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_31731_3,0,0,0,0,0,0,0,0.994832818,0,0.158013695,21.93424575,4.203625034,0.695749812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3318_2,0,0,0,0,0,0,0,0,0,0.433143423,0.254661747,0.387975691,0.190717301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3502_3,0,0,0.088207231,0,0,0,0,0.024710415,0,0.63033323,1.844563584,0.46194771,1.576942666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3908_24,0,0,0.154738966,0,0,0,0,0.032511484,0,5.704779759,1.551437602,1.992182347,4.094238311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3938_1,0,0,0,0,0,0,0,0,0,2.56356737,0.432924969,0.80612727,0.360243791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_3_162,0,0,0,0,0,0,0,0,0,6.241129768,2.534783741,6.656884028,5.966119295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_41238_2,0,0,0,0,0,0,0,0,0,0.279182491,2.031259334,2.625731219,0.076829245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_41253_1,0,0,0.346095549,0,0,0,0,0.509015683,0.079907975,7.363438191,3.767438662,4.153709215,6.434889097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_4318_7,0,0,0,0,0,0,0,0,0,0.308093648,1.059669903,0.745108127,0.406969973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_431_32,0,0,0,0,0,0,0,0,0,0.28635593,1.407006149,0.824448344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_434_10,0,0,0.092906797,0,0,0,0,0.104107813,0.051481695,2.202995852,1.224255035,1.905692074,1.594521699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_4474_7,0,0,0,0,0,0,0,0,0,3.722476133,5.319705339,14.0186641,2.931134907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_46456_6,0,0,0,0,0,0,0,0,0,0.063752712,0.927696362,0.042828485,0,0,0,0,0,0,0,0,0.022330619,0,0,0,0,0,0,0
U2_20140711HT_scaffold_46760_3,0,0,0,0,0,0,0,0,0,0.366505973,0.793369287,0.134299278,0.220058425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_476_20,0,0,0,0,0,0,0,0,0,0.36817191,3.003416973,2.720679536,1.283368507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5327_2,0,0,0,0,0,0,0,0,0,0.20453995,1.391544543,2.905198927,0.192987745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_535_24,0,0,0,0,0,0,0,0,0,1.020674601,1.628826616,2.546810727,0.214006213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5389_15,0,0,0,0,0,0,0,0,0,0,1.418829731,1.662752963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5544_7,0,0,0,0,0,0,0,0,0.008651194,2.038637846,0.268341923,0.20440868,1.004812228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_5636_9,0,0,0.334601601,0,0,0,0,0.152320103,0,1.766138311,4.3132746,9.053720562,1.256200674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_59251_2,0,0,0,0,0,0,0,0,0,0.150890127,0.479056318,2.473345033,0.199315212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_59318_2,0,0,0,0,0,0,0,0,0,0.211246178,1.969453753,1.824598795,0.398630425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_593_36,0,0,0,0,0,0,0,0,0,0.708022903,1.573515753,0.304411696,2.493995478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_696_28,0,0,0,0,0,0,0,0,0.008374356,2.061762693,1.272799409,4.273940216,0.453907177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_69948_2,0,0,0,0,0,0,0,0,0,0.180476426,0.445658056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_700_4,0,0,0,0,0,0,0,0,0,0.318889056,3.911664583,1.168509464,0.063822719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_746_10,0,0,0,0,0,0,0,0,0,0.184085955,1.271717097,0.783225927,0.202637133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_75139_2,0,0,0,0,0,0,0,0,0,0.383227266,2.921036501,2.464150441,0.903957469,0,0,0,0.022932398,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_771_21,0,0,0.690434269,0,0,0,0,0.225655007,0,1.009202189,0.758168093,0.100440407,0.987470291,0,0,0,0,0,0,0,0.026184634,0,0,0,0,0,0,0
U2_20140711HT_scaffold_8538_9,0,0,0,0,0,0,0,0.300209077,0,1.820777444,1.086248104,1.834772315,1.591622569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9338_7,0,0,0.626799774,0,0,0,0,0,0,0,1.436433077,1.641298086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9399_5,0,0,0,0,0,0,0,0,0,0.452140942,0.598120023,0.347136145,0.639906735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_9597_7,0,0,0.340891105,0,0,0,0,0.393926745,0.007870635,1.356422825,0.610326554,1.301760544,1.462643965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711HT_scaffold_968_24,0,0,0,0,0,0,0,0,0,0.176722517,2.883280294,2.572278834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_11102_1,0,0,0.354207164,0,0,0,0,0.223262459,0.114493146,25.94461425,9.284211251,22.0282292,27.67263342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_11353_2,0,0,0,0,0,0,0,0,0,0.348978113,2.400579212,3.422828197,0.460975468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_1367_9,0.205060119,0,0.125244522,0,0,0,0.039896554,0.070172117,0.01156679,0.244091874,0.215266559,3.00627573,0.089563374,0,0.028981556,0,0,0.024267851,0.096273895,0.026538238,0.113997192,0,0,0.053527103,0.083831191,0.027513484,0,0.028494997
U2_20140711LW_scaffold_14756_5,0,0,0,0,0,0,0,0,0,0.073634382,1.785815497,2.127076728,0.324219412,0,0,0,0,0,0.021781969,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_167_18,0,0,0,0,0,0,0,0,0,0.515137651,1.095674304,7.124862234,1.467659891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_23996_1,0,0,0,0,0,0,0,0,0,0.092042977,0.324693727,2.968014039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_24110_2,0,0,0,0.054252109,0.063144299,0,0,0.074537284,0.019658112,0.138280529,1.09755626,3.808719111,0.152215686,0,0.02462752,0,0.028961573,0.020621977,0.020452553,0,0.145306281,0,0.023166294,0,0.023745611,0.023380003,0,0.024214058
U2_20140711LW_scaffold_24953_1,0,0,0,0,0,0,0,0.020890055,0,0.145331017,8.288234605,7.224771016,0.213302245,0,0,0,0,0,0,0,0,0,0,0.031869756,0,0,0,0
U2_20140711LW_scaffold_25748_4,0,0,0,0,0,0,0,0.57212402,0,17.97740315,9.711560117,19.92045459,21.03044836,0,0,0,0,0.039571902,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_26977_4,0,0,0.386847414,0,0,0,0,0.086697292,0,3.69428469,0.753555407,2.329840372,2.21310179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_273_20,0,0,0.333371448,0,0,0,0,0,0,0.974572702,3.342435423,2.546090475,1.43037976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_27797_1,0,0,0,0,0,0,0,0,0,0.046310932,0.204209891,1.244450331,0.10195579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_2981_7,0,0,0,0,0,0,0,0,0,0.303022148,0.774989142,1.994961426,1.734507143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_31973_2,0,0,0,0,0,0,0,0,0.010163053,0.929365985,0.945709884,2.833540911,2.124738866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_38219_5,0,0,0.408455108,0,0,0,0,0.257455809,0.018861162,6.368378976,3.276188955,4.768430964,5.33063448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_56_11,0,0,0,0,0,0,0,0,0,0.939368658,8.578328091,14.81971345,0.933965385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_5900_1,0,0,0,0,0,0,0,0,0,1.891792421,0.770024649,2.346256157,1.281499653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7142_5,0,0,0.262578284,0,0,0,0,0,0.01616671,1.762676324,4.588336062,7.334088745,1.126631162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7274_2,0,0,0,0,0.264758576,0,0,0,0,1.507475535,2.735608564,4.323485018,0.829695346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_7607_1,0,0,0.429748976,0,0,0,0,0.64709667,0.019844445,0,1.631162798,6.658104164,0,0,0,0,0,0,0.949735134,0.022765029,0,0.027170155,0,0,0,0,0,0
U2_20140711LW_scaffold_7984_3,0,0,0,0,0,0,0,0,0,0,0.45430398,5.08918731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_8229_4,0,0,0,0,0,0,0,0,0,2.814469708,0.865849938,4.441028414,2.953999089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2_20140711LW_scaffold_9439_4,0,0,0,0,0,0,0,0,0,3.468997548,1.673976547,5.320439981,1.729170198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
